onset	duration	orientation	contrast	side	trial	subject
2.1	0.4	n/a	n/a	middle	1	4
3.6	4.5	150	0.2	left	1	4
4.4	4.5	135	0.2	right	1	4
5.4	0.4	n/a	n/a	middle	2	4
10.2	0.4	n/a	n/a	middle	3	4
11.3	4.5	0	0.2	left	2	4
12.9	4.5	165	0.8	right	2	4
13.6	0.4	n/a	n/a	middle	4	4
16.2	0.4	n/a	n/a	middle	5	4
19.6	4.5	15	0.2	left	3	4
20.1	0.4	n/a	n/a	middle	6	4
21.6	4.5	0	0.2	right	3	4
23.6	0.4	n/a	n/a	middle	7	4
28.2	0.4	n/a	n/a	middle	8	4
28.8	4.5	120	0.2	left	4	4
29.5	4.5	75	0.2	right	4	4
32.2	0.4	n/a	n/a	middle	9	4
37	0.4	n/a	n/a	middle	10	4
38.3	4.5	120	0.8	left	5	4
38.3	4.5	165	0.2	right	5	4
41.9	0.4	n/a	n/a	middle	11	4
44.8	0.4	n/a	n/a	middle	12	4
46.5	4.5	60	0.2	right	6	4
47.5	0.4	n/a	n/a	middle	13	4
47.6	4.5	45	0.2	left	6	4
52.4	0.4	n/a	n/a	middle	14	4
54.2	4.5	105	0.8	right	7	4
55.2	4.5	90	0.2	left	7	4
56.7	0.4	n/a	n/a	middle	15	4
59.1	0.4	n/a	n/a	middle	16	4
62.4	4.5	120	0.8	right	8	4
63.4	4.5	150	0.8	left	8	4
64.2	0.4	n/a	n/a	middle	17	4
68.1	0.4	n/a	n/a	middle	18	4
70.4	4.5	90	0.2	right	9	4
71.3	4.5	105	0.2	left	9	4
72.1	0.4	n/a	n/a	middle	19	4
76.3	0.4	n/a	n/a	middle	20	4
78.4	4.5	60	0.2	right	10	4
79.4	4.5	0	0.2	left	10	4
81	0.4	n/a	n/a	middle	21	4
86	0.4	n/a	n/a	middle	22	4
87.2	4.5	30	0.2	right	11	4
88.9	4.5	135	0.8	left	11	4
89.5	0.4	n/a	n/a	middle	23	4
92.1	0.4	n/a	n/a	middle	24	4
95.7	4.5	75	0.8	right	12	4
96.7	0.4	n/a	n/a	middle	25	4
97.5	4.5	90	0.2	left	12	4
100.1	0.4	n/a	n/a	middle	26	4
104	4.5	75	0.8	right	13	4
105.1	0.4	n/a	n/a	middle	27	4
106.5	4.5	75	0.2	left	13	4
108.6	0.4	n/a	n/a	middle	28	4
111.9	4.5	120	0.8	right	14	4
113.5	0.4	n/a	n/a	middle	29	4
115.7	4.5	120	0.2	left	14	4
116.4	0.4	n/a	n/a	middle	30	4
119.2	0.4	n/a	n/a	middle	31	4
121.2	4.5	60	0.8	right	15	4
123.5	4.5	75	0.8	left	15	4
124.3	0.4	n/a	n/a	middle	32	4
126.8	0.4	n/a	n/a	middle	33	4
130.5	4.5	15	0.2	right	16	4
131.3	0.4	n/a	n/a	middle	34	4
132.8	4.5	90	0.8	left	16	4
135.9	0.4	n/a	n/a	middle	35	4
138.5	4.5	165	0.8	right	17	4
139.6	0.4	n/a	n/a	middle	36	4
140.5	4.5	165	0.2	left	17	4
143.1	0.4	n/a	n/a	middle	37	4
147.2	4.5	135	0.8	right	18	4
148.5	0.4	n/a	n/a	middle	38	4
149.5	4.5	60	0.8	left	18	4
152.1	0.4	n/a	n/a	middle	39	4
155.8	0.4	n/a	n/a	middle	40	4
156.3	4.5	135	0.2	right	19	4
158.5	4.5	90	0.8	left	19	4
158.6	0.4	n/a	n/a	middle	41	4
162	0.4	n/a	n/a	middle	42	4
165.3	0.4	n/a	n/a	middle	43	4
165.8	4.5	90	0.8	right	20	4
167.5	4.5	0	0.2	left	20	4
170.4	0.4	n/a	n/a	middle	44	4
173.5	0.4	n/a	n/a	middle	45	4
175.2	4.5	60	0.2	left	21	4
175.2	4.5	30	0.8	right	21	4
176.8	0.4	n/a	n/a	middle	46	4
180.4	0.4	n/a	n/a	middle	47	4
183.5	4.5	45	0.2	right	22	4
183.6	4.5	105	0.8	left	22	4
184.9	0.4	n/a	n/a	middle	48	4
187.7	0.4	n/a	n/a	middle	49	4
191.3	4.5	150	0.2	right	23	4
192.1	4.5	150	0.8	left	23	4
192.8	0.4	n/a	n/a	middle	50	4
195.4	0.4	n/a	n/a	middle	51	4
199.2	0.4	n/a	n/a	middle	52	4
200.4	4.5	15	0.2	right	24	4
200.7	4.5	105	0.8	left	24	4
201.6	0.4	n/a	n/a	middle	53	4
206.3	0.4	n/a	n/a	middle	54	4
208.1	4.5	45	0.8	right	25	4
210	4.5	30	0.2	left	25	4
210.8	0.4	n/a	n/a	middle	55	4
213.8	0.4	n/a	n/a	middle	56	4
215.9	4.5	45	0.2	right	26	4
218.3	0.4	n/a	n/a	middle	57	4
218.9	4.5	15	0.2	left	26	4
222.4	0.4	n/a	n/a	middle	58	4
224.1	4.5	0	0.2	right	27	4
227.4	0.4	n/a	n/a	middle	59	4
228	4.5	60	0.8	left	27	4
231.5	0.4	n/a	n/a	middle	60	4
233.3	4.5	0	0.2	right	28	4
236.6	0.4	n/a	n/a	middle	61	4
236.6	4.5	135	0.8	left	28	4
240.3	0.4	n/a	n/a	middle	62	4
242	4.5	150	0.2	right	29	4
243.8	0.4	n/a	n/a	middle	63	4
246.1	4.5	165	0.8	left	29	4
247.7	0.4	n/a	n/a	middle	64	4
250.7	4.5	105	0.8	right	30	4
250.8	0.4	n/a	n/a	middle	65	4
253.7	4.5	45	0.2	left	30	4
256	0.4	n/a	n/a	middle	66	4
259.8	0.4	n/a	n/a	middle	67	4
260.1	4.5	90	0.8	right	31	4
262.3	4.5	0	0.2	left	31	4
262.9	0.4	n/a	n/a	middle	68	4
266.6	0.4	n/a	n/a	middle	69	4
268.8	4.5	120	0.2	right	32	4
270.3	4.5	75	0.8	left	32	4
271.1	0.4	n/a	n/a	middle	70	4
274.7	0.4	n/a	n/a	middle	71	4
276.3	4.5	165	0.2	right	33	4
277.6	0.4	n/a	n/a	middle	72	4
278.8	4.5	30	0.8	left	33	4
282.6	0.4	n/a	n/a	middle	73	4
285.4	4.5	105	0.2	right	34	4
286.8	0.4	n/a	n/a	middle	74	4
287.7	4.5	75	0.2	left	34	4
290.3	0.4	n/a	n/a	middle	75	4
293.3	0.4	n/a	n/a	middle	76	4
294.1	4.5	30	0.8	right	35	4
295.6	4.5	45	0.8	left	35	4
296.3	0.4	n/a	n/a	middle	77	4
300.3	0.4	n/a	n/a	middle	78	4
302.6	4.5	15	0.8	right	36	4
304	0.4	n/a	n/a	middle	79	4
304.3	4.5	150	0.2	left	36	4
308.6	0.4	n/a	n/a	middle	80	4
310.6	4.5	135	0.8	right	37	4
311.2	0.4	n/a	n/a	middle	81	4
312.4	4.5	30	0.8	left	37	4
316.2	0.4	n/a	n/a	middle	82	4
318.6	4.5	0	0.2	right	38	4
320.7	0.4	n/a	n/a	middle	83	4
321.7	4.5	135	0.2	left	38	4
323.5	0.4	n/a	n/a	middle	84	4
327.1	4.5	90	0.2	right	39	4
328.5	0.4	n/a	n/a	middle	85	4
329.4	4.5	135	0.2	left	39	4
331.5	0.4	n/a	n/a	middle	86	4
335	4.5	60	0.8	right	40	4
335.7	0.4	n/a	n/a	middle	87	4
337.1	4.5	30	0.2	left	40	4
339.7	0.4	n/a	n/a	middle	88	4
342.6	4.5	15	0.8	right	41	4
